"rating","price","rq","ju","vo","wa","kr","education","gender","income","age"
20,20.3488,1,0,0,0,0,1,1,0,54
4,50.8721,1,0,0,0,0,0,1,0,72
14,35.6105,0,0,1,0,0,0,1,0,38
18,35.6105,0,0,1,0,0,0,0,1,38
10,21.0756,0,0,0,1,0,1,1,0,30
20,35.6105,1,0,0,0,0,1,0,0,16
12,34.8837,0,0,0,1,0,0,0,1,42
15,20.3488,0,0,0,0,1,1,1,0,22
19,21.0756,0,0,0,1,0,1,1,1,45
18,34.8837,0,0,0,1,0,1,0,1,67
18,35.6105,1,0,0,0,0,1,0,1,30
8,35.6105,0,0,1,0,0,1,0,0,21
9,50.8721,1,0,0,0,0,1,1,0,30
20,20.3488,1,0,0,0,0,1,1,0,18
15,50.8721,0,0,1,0,0,0,0,1,58
20,21.0756,0,0,0,1,0,1,0,0,49
15,34.8837,0,0,0,1,0,0,1,0,37
13,50.8721,1,0,0,0,0,0,0,0,17
20,20.3488,1,0,0,0,0,0,1,0,56
1,50.8721,0,0,0,1,0,0,0,0,33
20,50.8721,0,0,0,1,0,0,0,0,79
16,20.3488,0,0,0,0,1,1,0,1,65
1,50.8721,0,0,0,1,0,0,1,0,60
20,20.3488,0,0,0,0,1,0,0,1,24
3,36.3372,0,0,0,1,0,0,1,0,70
20,20.3488,1,0,0,0,0,1,1,0,34
17,35.6105,1,0,0,0,0,1,1,1,31
10,35.6105,0,0,1,0,0,0,0,0,17
17,35.6105,0,0,1,0,0,0,1,0,31
4,20.3488,0,0,0,0,1,1,1,0,20
10,49.4186,0,0,0,1,0,0,1,0,18
8,50.8721,1,0,0,0,0,1,1,1,36
20,21.8023,1,0,0,0,0,0,0,1,41
20,20.3488,0,0,1,0,0,1,0,0,34
20,20.3488,1,0,0,0,0,1,1,1,24
12,34.8837,0,0,0,1,0,0,0,0,17
16,20.3488,0,0,0,0,1,1,1,1,19
13,35.6105,1,0,0,0,0,0,1,0,47
5,36.3372,0,1,0,0,0,1,0,1,21
10,20.3488,0,0,1,0,0,1,1,1,27
18,21.8023,1,0,0,0,0,1,0,0,20
18,35.6105,0,0,1,0,0,1,1,1,18
10,21.0756,0,0,0,1,0,1,0,1,50
15,20.3488,0,0,0,0,1,0,0,1,37
18,20.3488,0,0,0,0,1,1,1,0,18
19,20.3488,1,0,0,0,0,1,0,1,30
20,21.8023,0,0,1,0,0,1,1,0,29
1,49.4186,0,0,1,0,0,1,0,1,37
10,35.6105,0,0,1,0,0,1,1,1,21
8,50.8721,0,0,0,0,1,0,1,1,17
6,20.3488,0,0,0,0,1,0,0,1,58
10,50.8721,1,0,0,0,0,1,0,1,32
1,50.8721,0,1,0,0,0,1,1,0,26
1,49.4186,0,0,0,1,0,1,1,1,38
18,35.6105,0,0,1,0,0,1,0,1,30
12,35.6105,0,0,0,0,1,0,0,1,46
18,50.8721,0,0,0,1,0,1,1,0,66
20,21.0756,0,0,0,1,0,1,1,0,17
19,20.3488,1,0,0,0,0,0,1,1,62
3,50.8721,0,0,0,1,0,1,1,1,28
20,21.0756,0,1,0,0,0,1,1,1,50
12,36.3372,0,0,0,1,0,1,1,0,22
1,49.4186,0,1,0,0,0,1,1,0,18
20,35.6105,1,0,0,0,0,1,1,1,35
1,34.8837,0,0,0,1,0,1,0,1,52
5,36.3372,0,0,0,1,0,0,0,1,58
18,50.8721,0,0,0,0,1,1,1,0,34
1,49.4186,1,0,0,0,0,1,1,1,41
10,50.8721,0,1,0,0,0,0,0,1,46
20,35.6105,1,0,0,0,0,0,1,0,18
15,35.6105,0,0,1,0,0,1,1,0,29
2,36.3372,0,0,0,1,0,1,0,0,34
19,36.3372,0,1,0,0,0,0,1,0,35
7,36.3372,0,0,0,1,0,0,0,1,21
15,35.6105,1,0,0,0,0,1,1,1,17
18,21.0756,0,1,0,0,0,1,0,0,22
17,21.0756,0,1,0,0,0,0,1,1,61
1,49.4186,0,1,0,0,0,1,1,1,50
12,36.3372,0,0,0,1,0,1,0,0,20
13,50.8721,1,0,0,0,0,0,1,0,67
20,21.8023,0,0,1,0,0,1,0,1,35
20,21.8023,0,0,1,0,0,1,1,1,53
18,21.0756,0,0,0,1,0,1,1,0,24
18,49.4186,0,1,0,0,0,0,1,1,58
20,35.6105,1,0,0,0,0,1,1,1,74
13,34.8837,0,0,0,1,0,0,1,1,48
18,36.3372,0,0,0,1,0,1,1,0,20
18,21.0756,0,1,0,0,0,0,1,0,60
13,35.6105,0,0,0,0,1,1,0,1,65
16,34.8837,0,1,0,0,0,1,0,0,22
19,21.8023,0,0,1,0,0,1,1,1,45
3,50.8721,1,0,0,0,0,1,0,1,50
20,21.0756,0,0,0,1,0,1,0,1,35
1,50.8721,0,0,0,1,0,1,1,0,26
13,20.3488,0,0,0,0,1,1,0,0,54
13,50.8721,0,0,1,0,0,1,1,1,59
18,50.8721,1,0,0,0,0,0,0,1,47
18,50.8721,1,0,0,0,0,0,1,0,56
5,35.6105,0,0,0,0,1,1,1,0,20
1,49.4186,0,0,1,0,0,0,0,0,40
20,20.3488,1,0,0,0,0,0,0,1,35
18,21.0756,0,0,0,1,0,0,0,0,25
20,21.8023,0,0,1,0,0,1,1,1,17
18,49.4186,0,1,0,0,0,1,1,0,17
5,21.8023,0,0,1,0,0,0,0,0,79
1,50.8721,0,0,0,0,1,1,0,1,30
16,34.8837,0,1,0,0,0,0,1,0,31
1,20.3488,1,0,0,0,0,1,1,1,42
17,21.8023,0,0,1,0,0,0,0,0,65
2,36.3372,0,0,0,1,0,1,0,1,47
1,34.8837,0,0,0,1,0,1,0,1,50
1,36.3372,0,0,0,1,0,1,1,1,27
1,50.8721,0,0,0,0,1,1,0,1,28
18,21.0756,0,0,0,1,0,1,0,1,21
1,21.0756,0,1,0,0,0,1,0,0,18
15,21.8023,0,0,1,0,0,0,0,1,23
20,21.8023,0,0,1,0,0,0,1,1,17
19,20.3488,1,0,0,0,0,0,0,0,17
2,50.8721,0,0,0,0,1,1,1,1,53
18,20.3488,0,0,1,0,0,0,1,1,61
14,34.8837,0,0,0,1,0,1,1,0,21
16,35.6105,0,0,0,0,1,1,0,0,20
20,49.4186,0,1,0,0,0,1,0,1,35
17,34.8837,0,0,0,1,0,1,1,1,53
13,35.6105,0,0,0,0,1,1,0,0,54
18,21.8023,0,0,1,0,0,0,1,0,60
3,21.0756,0,1,0,0,0,1,0,0,34
5,50.8721,0,1,0,0,0,1,0,0,34
10,21.0756,0,1,0,0,0,1,0,1,50
9,35.6105,0,0,0,0,1,1,1,1,34
8,49.4186,1,0,0,0,0,1,1,1,19
20,35.6105,1,0,0,0,0,1,1,0,19
15,49.4186,0,0,1,0,0,0,0,1,47
10,35.6105,0,0,0,0,1,0,0,0,17
10,35.6105,0,0,0,0,1,1,0,1,21
13,50.8721,0,1,0,0,0,1,0,0,54
16,20.3488,1,0,0,0,0,0,1,0,37
13,34.8837,0,0,0,1,0,0,0,1,37
14,36.3372,0,0,0,1,0,0,1,0,31
20,34.8837,0,0,0,1,0,1,1,0,55
18,20.3488,1,0,0,0,0,0,0,0,65
1,34.8837,0,1,0,0,0,0,1,0,39
20,21.8023,0,0,1,0,0,1,1,1,21
8,21.0756,0,0,0,1,0,1,0,0,24
20,21.8023,1,0,0,0,0,1,0,0,33
1,35.6105,0,0,0,0,1,0,1,1,48
5,50.8721,0,0,0,0,1,0,1,0,18
20,36.3372,0,0,0,1,0,1,1,0,76
12,35.6105,1,0,0,0,0,1,1,0,49
15,21.0756,0,0,0,1,0,1,0,0,29
16,21.0756,0,0,0,1,0,1,0,0,21
17,35.6105,1,0,0,0,0,0,0,0,17
20,20.3488,0,0,0,0,1,1,1,1,20
18,20.3488,0,0,0,0,1,1,0,1,59
5,50.8721,0,0,0,1,0,1,0,1,30
1,49.4186,0,1,0,0,0,1,0,0,23
5,49.4186,0,0,1,0,0,1,0,0,43
17,20.3488,0,0,0,0,1,1,1,1,28
6,49.4186,0,1,0,0,0,0,0,1,35
2,36.3372,0,1,0,0,0,0,0,1,38
14,21.0756,0,1,0,0,0,1,0,1,65
15,35.6105,0,0,1,0,0,1,0,0,24
20,21.0756,0,1,0,0,0,1,1,1,69
17,35.6105,0,0,1,0,0,1,0,1,28
18,21.0756,0,0,0,1,0,1,0,0,16
1,50.8721,0,0,0,0,1,1,1,1,50
13,35.6105,0,0,1,0,0,1,0,0,20
17,35.6105,0,0,0,0,1,1,1,0,17
12,35.6105,1,0,0,0,0,1,0,0,33
20,21.0756,0,1,0,0,0,0,1,0,67
14,50.8721,1,0,0,0,0,0,0,0,56
1,21.0756,0,1,0,0,0,0,1,0,26
17,50.8721,1,0,0,0,0,1,1,1,33
20,35.6105,0,0,0,0,1,1,1,1,20
10,36.3372,0,1,0,0,0,1,0,1,21
20,49.4186,0,0,0,1,0,1,0,1,59
1,49.4186,0,1,0,0,0,0,1,0,46
15,21.8023,0,0,1,0,0,0,1,1,45
13,50.8721,0,0,0,1,0,1,1,0,17
15,20.3488,0,0,0,0,1,1,1,0,24
2,50.8721,0,0,0,0,1,1,0,0,43
18,35.6105,0,0,1,0,0,1,0,0,24
7,34.8837,0,0,0,1,0,1,1,0,25
20,21.8023,1,0,0,0,0,0,1,0,26
17,35.6105,0,0,1,0,0,1,0,0,16
4,35.6105,0,0,1,0,0,0,1,0,78
4,36.3372,0,0,0,1,0,1,0,1,40
18,21.0756,0,1,0,0,0,0,1,0,21
3,36.3372,0,1,0,0,0,1,0,0,21
1,50.8721,0,0,0,1,0,0,1,0,72
18,20.3488,1,0,0,0,0,0,1,1,17
19,50.8721,1,0,0,0,0,0,1,1,17
10,21.0756,0,1,0,0,0,1,1,1,18
15,49.4186,0,0,0,1,0,1,1,1,59
12,50.8721,0,0,0,0,1,1,0,0,73
5,34.8837,0,0,0,1,0,1,1,1,34
12,20.3488,0,0,0,0,1,0,1,0,67
2,49.4186,1,0,0,0,0,1,1,0,26
12,35.6105,1,0,0,0,0,1,1,1,55
10,35.6105,0,0,1,0,0,1,1,1,45
5,50.8721,0,0,1,0,0,1,0,1,24
17,20.3488,0,0,1,0,0,1,0,1,24
18,35.6105,0,0,1,0,0,0,1,1,28
17,21.8023,0,0,1,0,0,0,1,1,17
20,20.3488,1,0,0,0,0,1,0,1,45
17,20.3488,1,0,0,0,0,0,0,0,56
10,50.8721,0,0,0,0,1,0,0,1,47
20,21.8023,0,0,1,0,0,1,1,1,24
14,20.3488,0,0,0,0,1,0,1,0,18
12,49.4186,1,0,0,0,0,1,0,1,16
20,21.8023,1,0,0,0,0,1,0,1,24
4,50.8721,0,0,0,0,1,1,1,1,31
2,50.8721,0,0,1,0,0,1,1,0,26
10,50.8721,0,0,0,0,1,1,1,1,19
1,20.3488,0,0,1,0,0,1,0,0,73
20,20.3488,0,0,0,0,1,0,0,1,52
10,50.8721,0,0,0,0,1,0,0,0,32
18,35.6105,1,0,0,0,0,0,0,1,47
1,49.4186,0,1,0,0,0,1,0,0,24
18,20.3488,0,0,0,0,1,1,1,1,58
10,36.3372,0,1,0,0,0,1,0,0,16
4,50.8721,0,0,1,0,0,1,1,0,32
20,20.3488,0,0,1,0,0,1,1,1,19
19,21.8023,0,0,1,0,0,1,0,1,52
20,20.3488,0,0,0,0,1,1,1,1,55
20,21.8023,0,0,1,0,0,1,0,1,70
14,34.8837,0,1,0,0,0,1,1,1,29
11,34.8837,0,0,0,1,0,0,1,0,56
20,21.0756,0,1,0,0,0,1,1,0,33
3,50.8721,0,0,0,0,1,1,0,1,21
16,20.3488,0,0,0,0,1,1,0,0,33
9,49.4186,0,0,0,1,0,1,1,1,76
18,35.6105,1,0,0,0,0,1,1,1,33
20,21.8023,0,0,1,0,0,1,1,0,24
2,49.4186,0,0,1,0,0,1,1,1,17
1,35.6105,1,0,0,0,0,1,0,0,34
11,50.8721,0,0,0,0,1,1,1,0,30
16,20.3488,0,0,0,0,1,1,0,0,26
20,20.3488,0,0,1,0,0,1,0,0,34
20,20.3488,1,0,0,0,0,1,0,1,30
13,35.6105,1,0,0,0,0,0,1,0,32
17,49.4186,0,0,1,0,0,1,1,0,25
18,20.3488,0,0,1,0,0,1,0,0,22
8,35.6105,0,0,0,0,1,1,1,1,21
5,49.4186,0,0,1,0,0,0,1,1,17
2,49.4186,0,1,0,0,0,1,1,1,45
16,20.3488,0,0,0,0,1,1,0,1,24
10,20.3488,0,0,1,0,0,0,0,0,27
10,20.3488,0,0,0,0,1,1,1,1,43
6,34.8837,0,1,0,0,0,1,1,0,25
11,21.0756,0,0,0,1,0,1,0,0,24
20,21.0756,0,1,0,0,0,1,1,0,36
20,21.8023,0,0,1,0,0,1,1,1,50
10,21.0756,0,0,0,1,0,1,1,0,25
10,21.0756,0,0,0,1,0,0,0,0,35
17,21.0756,0,1,0,0,0,0,1,1,62
1,21.0756,0,1,0,0,0,0,1,1,67
1,49.4186,0,1,0,0,0,0,1,1,62
20,34.8837,0,0,0,1,0,1,1,0,17
1,49.4186,0,0,1,0,0,1,1,1,20
11,35.6105,0,0,0,0,1,1,1,0,24
4,34.8837,0,0,0,1,0,1,0,1,21
12,35.6105,0,0,0,0,1,0,1,1,61
1,50.8721,0,0,0,0,1,1,1,0,29
17,21.8023,0,0,1,0,0,0,1,0,78
16,21.8023,0,0,1,0,0,1,1,1,28
1,35.6105,1,0,0,0,0,1,0,1,30
20,20.3488,1,0,0,0,0,0,0,0,41
8,36.3372,0,1,0,0,0,1,1,1,58
16,35.6105,0,0,0,0,1,0,1,1,67
19,35.6105,1,0,0,0,0,1,0,1,39
8,50.8721,0,0,0,1,0,1,1,1,36
6,21.0756,0,1,0,0,0,1,1,1,76
12,50.8721,1,0,0,0,0,1,0,1,39
6,50.8721,0,0,0,0,1,1,0,1,58
13,36.3372,0,1,0,0,0,0,0,1,52
16,21.0756,0,0,0,1,0,0,1,0,28
20,35.6105,1,0,0,0,0,1,1,1,33
20,50.8721,1,0,0,0,0,1,1,1,33
4,50.8721,0,0,0,1,0,1,1,1,21
16,35.6105,1,0,0,0,0,1,1,0,21
1,49.4186,0,0,0,1,0,0,0,1,21
1,49.4186,0,0,0,1,0,0,0,0,47
5,50.8721,0,0,0,0,1,1,1,0,26
2,50.8721,0,0,0,0,1,0,1,0,75
18,21.8023,0,0,1,0,0,0,1,0,56
12,35.6105,0,0,0,0,1,0,0,0,27
17,35.6105,0,0,1,0,0,0,1,0,35
5,34.8837,0,1,0,0,0,0,0,0,27
12,35.6105,0,0,1,0,0,1,1,1,19
18,21.0756,0,0,0,1,0,1,1,1,74
19,21.0756,0,1,0,0,0,1,1,1,19
17,35.6105,0,0,1,0,0,1,1,0,25
10,49.4186,0,1,0,0,0,0,0,0,17
20,50.8721,0,0,1,0,0,1,0,0,34
17,20.3488,1,0,0,0,0,0,1,0,78
18,35.6105,1,0,0,0,0,1,1,1,34
1,49.4186,0,1,0,0,0,1,1,1,58
20,35.6105,1,0,0,0,0,1,1,0,30
20,20.3488,0,0,0,0,1,1,0,1,37
15,35.6105,0,0,1,0,0,0,1,1,61
10,20.3488,0,0,0,0,1,1,0,1,30
10,50.8721,1,0,0,0,0,0,0,1,23
20,36.3372,0,1,0,0,0,0,0,1,35
17,20.3488,0,0,0,0,1,1,1,1,34
12,35.6105,0,0,0,0,1,0,1,0,82
13,36.3372,0,1,0,0,0,0,1,1,17
2,50.8721,1,0,0,0,0,0,1,1,62
6,50.8721,0,0,0,1,0,1,1,1,31
8,36.3372,0,1,0,0,0,0,0,0,65
6,50.8721,0,0,1,0,0,1,0,1,46
10,34.8837,0,0,0,1,0,1,0,1,30
19,49.4186,0,1,0,0,0,1,1,1,50
15,20.3488,1,0,0,0,0,1,1,1,50
4,49.4186,0,0,0,1,0,0,0,1,16
10,20.3488,0,0,0,0,1,1,1,0,33
20,21.0756,0,0,0,1,0,0,0,0,79
1,49.4186,0,0,1,0,0,0,0,0,33
1,49.4186,0,1,0,0,0,0,1,0,72
8,50.8721,1,0,0,0,0,1,1,1,34
18,20.3488,1,0,0,0,0,0,1,0,49
20,21.8023,1,0,0,0,0,1,1,0,76
8,50.8721,0,0,0,0,1,0,0,1,23
1,50.8721,0,0,0,0,1,1,1,0,24
12,35.6105,0,0,1,0,0,1,0,1,37
14,35.6105,0,0,1,0,0,1,1,1,31
1,36.3372,0,1,0,0,0,1,1,1,50
20,35.6105,0,0,1,0,0,1,1,0,54
16,35.6105,0,0,1,0,0,0,1,1,67
20,21.8023,0,0,1,0,0,1,1,1,32
15,21.0756,0,0,0,1,0,1,0,1,30
10,21.8023,0,0,1,0,0,1,1,1,50
17,35.6105,0,0,1,0,0,1,1,1,55
2,34.8837,0,1,0,0,0,1,1,0,26
15,36.3372,0,0,0,1,0,0,0,1,46
10,50.8721,0,0,1,0,0,1,0,1,27
1,50.8721,0,0,0,1,0,1,0,0,29
1,50.8721,0,0,0,1,0,0,1,0,46
15,35.6105,1,0,0,0,0,1,0,1,35
15,50.8721,0,0,0,0,1,1,1,1,20
18,20.3488,0,0,0,0,1,1,0,0,21
17,35.6105,0,0,0,0,1,1,1,1,27
10,36.3372,0,1,0,0,0,1,1,1,24
16,20.3488,0,0,0,0,1,1,1,1,27
13,35.6105,0,0,0,0,1,1,0,0,24
20,21.8023,0,0,1,0,0,1,1,0,20
11,35.6105,0,0,0,0,1,1,1,1,58
1,35.6105,0,0,0,0,1,1,1,1,43
10,20.3488,1,0,0,0,0,0,0,0,60
1,36.3372,0,1,0,0,0,0,1,1,39
1,50.8721,0,0,0,1,0,1,1,1,34
2,49.4186,0,1,0,0,0,0,1,0,60
10,20.3488,0,0,0,0,1,0,1,0,26
17,21.0756,0,1,0,0,0,1,1,0,20
1,50.8721,0,0,0,0,1,0,0,1,21
10,35.6105,0,0,0,0,1,1,0,1,27
20,21.0756,0,1,0,0,0,0,1,0,37
4,50.8721,0,0,0,1,0,0,1,0,16
4,50.8721,0,0,0,0,1,0,1,0,28
10,36.3372,0,1,0,0,0,0,1,0,16
1,50.8721,0,0,0,0,1,0,1,0,31
17,50.8721,0,0,1,0,0,1,1,0,49
1,50.8721,1,0,0,0,0,1,0,1,21
20,21.8023,0,0,1,0,0,0,1,1,39
8,50.8721,0,0,1,0,0,1,1,0,22
1,49.4186,0,1,0,0,0,0,1,1,48
11,50.8721,0,0,0,1,0,0,1,0,56
5,50.8721,1,0,0,0,0,1,1,1,31
10,49.4186,1,0,0,0,0,1,1,0,49
19,50.8721,1,0,0,0,0,1,1,0,20
1,50.8721,0,0,0,0,1,0,0,1,52
1,34.8837,0,1,0,0,0,1,1,0,49
17,21.8023,0,0,1,0,0,1,0,0,23
3,35.6105,0,0,0,0,1,1,1,0,20
6,34.8837,0,0,0,1,0,1,1,1,55
20,21.8023,1,0,0,0,0,1,1,0,49
16,50.8721,1,0,0,0,0,0,0,1,24
5,50.8721,0,0,1,0,0,1,1,0,24
12,50.8721,0,0,0,0,1,1,0,0,24
12,50.8721,0,0,1,0,0,0,1,0,18
20,20.3488,0,0,1,0,0,1,1,0,76
12,49.4186,0,0,0,1,0,1,0,1,16
4,35.6105,0,0,1,0,0,1,0,0,33
15,21.8023,1,0,0,0,0,1,0,0,73
2,50.8721,0,0,0,0,1,1,0,0,33
14,35.6105,0,0,0,0,1,0,1,1,17
9,21.8023,0,0,1,0,0,0,0,0,41
20,35.6105,0,0,1,0,0,0,1,0,26
4,50.8721,0,0,0,1,0,1,0,0,23
19,35.6105,0,0,1,0,0,0,1,0,18
19,21.8023,0,0,1,0,0,1,0,1,45
14,21.0756,0,0,0,1,0,1,1,0,53
19,50.8721,1,0,0,0,0,1,0,0,16
1,50.8721,0,0,0,0,1,1,1,1,28
13,50.8721,0,0,1,0,0,1,0,0,54
1,49.4186,0,1,0,0,0,1,1,1,17
20,21.0756,0,0,0,1,0,1,1,0,20
4,35.6105,0,0,0,0,1,1,1,1,31
2,35.6105,0,0,0,0,1,1,0,0,29
8,49.4186,0,1,0,0,0,1,1,0,30
20,21.0756,0,0,0,1,0,0,0,0,47
15,21.0756,0,0,0,1,0,0,0,0,17
5,34.8837,0,0,0,1,0,0,0,0,17
20,20.3488,0,0,0,0,1,0,1,0,57
8,35.6105,0,0,0,0,1,1,1,1,42
20,21.0756,0,0,0,1,0,1,1,1,43
12,49.4186,0,1,0,0,0,0,1,0,37
20,20.3488,1,0,0,0,0,1,1,1,36
18,34.8837,0,0,0,1,0,1,0,0,16
17,21.0756,0,1,0,0,0,0,1,0,75
20,21.0756,0,0,0,1,0,0,0,0,17
20,21.0756,0,1,0,0,0,1,1,0,22
18,21.0756,0,1,0,0,0,1,1,0,53
20,36.3372,0,1,0,0,0,1,1,1,50
20,21.8023,0,0,1,0,0,0,1,0,37
6,35.6105,0,0,0,0,1,1,1,1,18
17,50.8721,0,1,0,0,0,1,0,1,40
20,21.0756,0,0,0,1,0,1,0,1,70
20,20.3488,0,0,1,0,0,1,1,1,41
10,35.6105,1,0,0,0,0,1,1,1,24
20,21.8023,0,0,1,0,0,1,0,1,30
1,50.8721,0,0,0,0,1,0,1,0,72
9,35.6105,0,0,1,0,0,0,0,1,46
15,35.6105,0,0,0,0,1,0,0,0,76
3,35.6105,1,0,0,0,0,1,1,0,18
2,49.4186,0,0,0,1,0,0,1,0,70
12,34.8837,0,1,0,0,0,1,1,0,24
16,35.6105,0,0,1,0,0,0,1,0,21
13,21.0756,0,0,0,1,0,0,0,0,33
18,20.3488,0,0,1,0,0,1,0,0,29
18,49.4186,0,0,1,0,0,1,0,1,32
17,35.6105,0,0,1,0,0,0,0,0,35
6,50.8721,0,0,0,1,0,1,0,0,16
15,36.3372,0,1,0,0,0,1,1,0,19
3,49.4186,1,0,0,0,0,1,0,1,47
15,20.3488,0,0,0,0,1,1,1,1,38
12,50.8721,1,0,0,0,0,0,1,1,17
7,36.3372,0,1,0,0,0,1,1,1,18
20,21.8023,0,0,1,0,0,1,1,1,35
20,21.0756,0,1,0,0,0,0,1,0,81
1,50.8721,1,0,0,0,0,1,0,0,29
20,20.3488,1,0,0,0,0,1,0,0,49
13,21.0756,0,0,0,1,0,0,1,1,17
1,49.4186,0,0,0,1,0,1,1,0,26
5,49.4186,0,1,0,0,0,1,0,1,50
10,21.0756,0,1,0,0,0,0,1,0,34
1,20.3488,0,0,0,0,1,1,1,0,29
14,35.6105,1,0,0,0,0,0,1,0,35
20,21.0756,0,1,0,0,0,1,0,1,37
1,21.0756,0,1,0,0,0,1,1,1,50
16,49.4186,0,0,1,0,0,1,0,0,24
1,35.6105,0,0,0,0,1,1,1,0,26
18,35.6105,1,0,0,0,0,0,0,0,17
20,35.6105,0,0,1,0,0,0,1,0,47
1,50.8721,0,0,0,1,0,1,1,0,20
20,35.6105,0,0,1,0,0,0,0,0,25
1,50.8721,0,0,0,0,1,1,1,1,17
5,49.4186,0,0,0,1,0,1,1,0,18
1,50.8721,0,1,0,0,0,0,1,0,31
2,49.4186,0,1,0,0,0,1,0,1,48
12,49.4186,0,1,0,0,0,0,0,0,32
17,21.0756,0,0,0,1,0,1,0,1,30
20,34.8837,0,0,0,1,0,1,1,1,43
4,49.4186,0,1,0,0,0,1,0,1,31
14,21.0756,0,1,0,0,0,1,0,0,26
14,34.8837,0,0,0,1,0,1,1,1,33
10,21.0756,0,1,0,0,0,1,0,1,27
18,21.0756,0,0,0,1,0,1,1,0,22
1,50.8721,0,0,0,1,0,1,0,1,30
1,50.8721,0,1,0,0,0,1,0,0,33
20,20.3488,1,0,0,0,0,1,0,1,21
13,50.8721,0,0,1,0,0,0,0,0,25
20,35.6105,1,0,0,0,0,0,0,0,50
20,21.0756,0,1,0,0,0,0,0,0,32
1,50.8721,0,0,0,0,1,1,0,1,52
7,49.4186,0,0,1,0,0,1,0,1,21
2,49.4186,0,0,1,0,0,1,0,0,20
10,21.8023,0,0,1,0,0,1,0,1,50
11,49.4186,0,0,1,0,0,0,0,0,17
17,35.6105,0,0,1,0,0,1,1,0,20
10,21.0756,0,1,0,0,0,0,1,1,39
13,21.0756,0,1,0,0,0,1,0,0,23
1,49.4186,0,1,0,0,0,0,1,0,28
20,20.3488,1,0,0,0,0,1,1,1,19
20,21.8023,0,0,1,0,0,0,0,0,40
3,50.8721,0,0,0,0,1,0,1,1,58
16,35.6105,0,0,1,0,0,0,1,1,45
20,20.3488,0,0,0,0,1,0,1,1,39
1,49.4186,0,0,1,0,0,1,1,1,42
20,20.3488,0,0,0,0,1,1,1,0,25
3,36.3372,0,1,0,0,0,1,0,0,33
1,50.8721,0,0,0,0,1,1,0,1,39
1,21.0756,0,1,0,0,0,1,0,1,30
20,20.3488,0,0,1,0,0,1,1,0,26
18,21.8023,0,0,1,0,0,1,0,0,16
15,50.8721,0,1,0,0,0,0,0,0,25
15,35.6105,0,0,1,0,0,1,0,1,40
3,50.8721,0,0,0,1,0,0,1,1,45
1,50.8721,0,0,0,0,1,0,1,1,39
1,50.8721,0,1,0,0,0,0,1,0,70
